State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4
Jammu & Kashmir,1,Anantnag,14,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.3,0
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Institutional births (%),90.5,91.2
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Institutional births in public facility (%),86.7,86.6
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Home births that were conducted by skilled health personnel10 (%),8.1,2.4
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Births attended by skilled health personnel10 (%),98.1,93.3
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Births delivered by caesarean section (%),51.3,32.1
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),0,0
Jammu & Kashmir,1,Anantnag,14,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),55.2,32.6
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),83.3,72.7
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from vaccination card only12 (%),100,83
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received BCG (%),88.4,98.7
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of polio vaccine13 (%),85.5,82.5
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or DPT vaccine (%),90.5,88.9
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received the first dose of measlescontaining vaccine (MCV) (%),90.5,92
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 2435 months who have received a second dose of measlescontaining vaccine (MCV) (%),51.9,0
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of rotavirus vaccine14 (%),12.5,0
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or hepatitis B vaccine (%),90.5,65
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 935 months who received a vitamin A dose in the last 6 months (%),88.3,77.2
Jammu & Kashmir,1,Anantnag,14,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who received most of their vaccinations in a public health facility (%),100,100
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Children age 1223 months who received most of their vaccinations in a private health facility (%),0,0
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7,6.3
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,0
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,0
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.7,4.1
Jammu & Kashmir,1,Anantnag,14,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),82.3,80.9
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),51.1,45.9
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),48.1,0
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children age 68 months receiving solid or semisolid food and breastmilk16 (%),0,0
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 623 months receiving an adequate diet16, 17 (%)",14.4,9.1
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,"Nonbreastfeeding children age 623 months receiving an adequate diet16, 17 (%)",0,0
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,"Total children age 623 months receiving an adequate diet16, 17 (%)",14.8,14
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (heightforage)18 (%),28.2,18.2
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weightforheight)18 (%),24.9,5.4
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weightforheight)19 (%),14,2.3
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weightforage)18 (%),28.3,8.2
Jammu & Kashmir,1,Anantnag,14,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weightforheight)20 (%),5,4.3
Jammu & Kashmir,1,Anantnag,14,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,4.1,8.8
Jammu & Kashmir,1,Anantnag,14,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,28.6,33.1
Jammu & Kashmir,1,Anantnag,14,Nutritional Status of Women,Women who have high risk waisttohip ratio (‚â•0,90.8,0
Jammu & Kashmir,1,Anantnag,14,Anaemia among Children and Women,Children age 659 months who are anaemic (<11,79.2,41.1
Jammu & Kashmir,1,Anantnag,14,Anaemia among Children and Women,Nonpregnant women age 1549 years who are anaemic (<12,75.7,36.7
Jammu & Kashmir,1,Anantnag,14,Anaemia among Children and Women,Pregnant women age 1549 years who are anaemic (<11,54.1,35.5
Jammu & Kashmir,1,Anantnag,14,Anaemia among Children and Women,All women age 1549 years who are anaemic22 (%),74.3,36.6
Jammu & Kashmir,1,Anantnag,14,Anaemia among Children and Women,All women age 1519 years who are anaemic22 (%),88,36.2
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among women,Blood sugar level  high (141160 mg/dl)23 (%),5,0
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among women,Blood sugar level  very high (>160 mg/dl)23 (%),4.1,0
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),10.4,0
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),5.3,0
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),3.7,0
Jammu & Kashmir,1,Anantnag,14,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),9.9,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),11.5,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.8,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),20,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),11.5,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.7,0
Jammu & Kashmir,1,Anantnag,14,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),19.4,0
Jammu & Kashmir,1,Anantnag,14,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.2,0
Jammu & Kashmir,1,Anantnag,14,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Jammu & Kashmir,1,Anantnag,14,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Jammu & Kashmir,1,Anantnag,14,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),2.9,0
Jammu & Kashmir,1,Anantnag,14,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),47,0
Jammu & Kashmir,1,Anantnag,14,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.2,0
Jammu & Kashmir,1,Anantnag,14,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),0.1,0
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Female population age 6 years and above who ever attended school (%),62.5,55
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Population below age 15 years (%),22.3,25.2
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",937,989
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,1039
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),98.8,84.6
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),76.4,0
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Population living in households with electricity (%),99.5,99.1
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Population living in households with an improved drinkingwater source1 (%),95.8,97.8
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Population living in households that use an improved sanitation facility2 (%),77,52
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Households using clean fuel for cooking3 (%),71.1,61.8
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Households using iodized salt (%),98.9,99.1
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),5.2,3.1
Jammu & Kashmir,1,Badgam,2,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 201920 (%),0,0
Jammu & Kashmir,1,Badgam,2,Characteristics of Women,Women who are literate4 (%),74.1,0
Jammu & Kashmir,1,Badgam,2,Characteristics of Women,Women with 10 or more years of schooling (%),48.2,28.4
Jammu & Kashmir,1,Badgam,2,Marriage and Fertility,Women age 2024 years married before age 18 years (%),1.5,2.8
Jammu & Kashmir,1,Badgam,2,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),0,0.6
Jammu & Kashmir,1,Badgam,2,Marriage and Fertility,Women age 1519 years who were already mothers or pregnant at the time of the survey (%),1,0.8
Jammu & Kashmir,1,Badgam,2,Marriage and Fertility,Women age 1524 years who use hygienic methods of protection during their menstrual period5 (%),75.3,66.5
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Any method6 (%),59.9,69.1
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Any modern method6 (%),57.7,63.1
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Female sterilization (%),19,34
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Male sterilization (%),0,1
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,IUD/PPIUD (%),7.4,4.4
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Pill (%),8.4,6.9
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Condom (%),12.5,16
Jammu & Kashmir,1,Badgam,2,Current Use of Family Planning Methods,Injectables (%),9.8,0.8
Jammu & Kashmir,1,Badgam,2,Unmet Need for Family Planning,Total unmet need7 (%),4.2,7.8
Jammu & Kashmir,1,Badgam,2,Unmet Need for Family Planning,Unmet need for spacing7 (%),2.1,4.9
Jammu & Kashmir,1,Badgam,2,Quality of Family Planning Services,Health worker ever talked to female nonusers about family planning (%),13.7,7.7
Jammu & Kashmir,1,Badgam,2,Quality of Family Planning Services,Current users ever told about side effects of current method8 (%),55.4,30.8
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),83.3,86.3
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),66.5,95.7
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus9 (%),97.5,97.6
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.4,19.7
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.4,13.8
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,97.2
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.7,89.6
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Average outofpocket expenditure per delivery in a public health facility (Rs,5525,5465
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),0,0
Jammu & Kashmir,1,Badgam,2,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.3,0
Jammu & Kashmir,1,Badgam,2,Delivery Care,Institutional births (%),96.5,97.1
Jammu & Kashmir,1,Badgam,2,Delivery Care,Institutional births in public facility (%),94.3,90.7
Jammu & Kashmir,1,Badgam,2,Delivery Care,Home births that were conducted by skilled health personnel10 (%),2,1.5
Jammu & Kashmir,1,Badgam,2,Delivery Care,Births attended by skilled health personnel10 (%),98.5,98.4
Jammu & Kashmir,1,Badgam,2,Delivery Care,Births delivered by caesarean section (%),42.2,49.8
Jammu & Kashmir,1,Badgam,2,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),0,0
Jammu & Kashmir,1,Badgam,2,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),43,49.9
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),92.5,87.5
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from vaccination card only12 (%),95.5,98.9
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received BCG (%),100,96.4
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of polio vaccine13 (%),92.5,88.5
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or DPT vaccine (%),95.7,97.7
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received the first dose of measlescontaining vaccine (MCV) (%),95.7,96.7
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 2435 months who have received a second dose of measlescontaining vaccine (MCV) (%),50.4,0
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of rotavirus vaccine14 (%),11.7,0
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or hepatitis B vaccine (%),95.7,87.9
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 935 months who received a vitamin A dose in the last 6 months (%),93.5,71.5
Jammu & Kashmir,1,Badgam,2,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who received most of their vaccinations in a public health facility (%),100,97
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Children age 1223 months who received most of their vaccinations in a private health facility (%),0,2.1
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,4.7
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,0
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,0
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.1,8.9
Jammu & Kashmir,1,Badgam,2,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),62.1,93.9
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),67.4,67
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),71.6,59.1
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children age 68 months receiving solid or semisolid food and breastmilk16 (%),0,0
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 623 months receiving an adequate diet16, 17 (%)",8.4,9.6
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,"Nonbreastfeeding children age 623 months receiving an adequate diet16, 17 (%)",0,0
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,"Total children age 623 months receiving an adequate diet16, 17 (%)",14.2,9.6
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (heightforage)18 (%),26.8,20.4
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weightforheight)18 (%),18.9,4.2
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weightforheight)19 (%),9.1,1
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weightforage)18 (%),20.6,8.9
Jammu & Kashmir,1,Badgam,2,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weightforheight)20 (%),11.1,2.6
Jammu & Kashmir,1,Badgam,2,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,4.7,10.9
Jammu & Kashmir,1,Badgam,2,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,25.3,31.4
Jammu & Kashmir,1,Badgam,2,Nutritional Status of Women,Women who have high risk waisttohip ratio (‚â•0,86.4,0
Jammu & Kashmir,1,Badgam,2,Anaemia among Children and Women,Children age 659 months who are anaemic (<11,85,71.3
Jammu & Kashmir,1,Badgam,2,Anaemia among Children and Women,Nonpregnant women age 1549 years who are anaemic (<12,75,70.3
Jammu & Kashmir,1,Badgam,2,Anaemia among Children and Women,Pregnant women age 1549 years who are anaemic (<11,57,61.3
Jammu & Kashmir,1,Badgam,2,Anaemia among Children and Women,All women age 1549 years who are anaemic22 (%),73.9,70
Jammu & Kashmir,1,Badgam,2,Anaemia among Children and Women,All women age 1519 years who are anaemic22 (%),83.7,72.7
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among women,Blood sugar level  high (141160 mg/dl)23 (%),2.9,0
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among women,Blood sugar level  very high (>160 mg/dl)23 (%),2.8,0
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),7.3,0
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),3.1,0
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),2.8,0
Jammu & Kashmir,1,Badgam,2,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),6.9,0
Jammu & Kashmir,1,Badgam,2,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),10.9,0
Jammu & Kashmir,1,Badgam,2,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),4.5,0
Jammu & Kashmir,1,Badgam,2,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),19.9,0
Jammu & Kashmir,1,Badgam,2,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),11,0
Jammu & Kashmir,1,Badgam,2,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.7,0
Jammu & Kashmir,1,Badgam,2,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),18.6,0
Jammu & Kashmir,1,Badgam,2,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.2,0
Jammu & Kashmir,1,Badgam,2,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.2,0
Jammu & Kashmir,1,Badgam,2,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Jammu & Kashmir,1,Badgam,2,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),5.4,0
Jammu & Kashmir,1,Badgam,2,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),42.9,0
Jammu & Kashmir,1,Badgam,2,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0,0
