State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4
Gujarat,24,Ahmedabad,7,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),20.3,0
Gujarat,24,Ahmedabad,7,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),12,0
Gujarat,24,Ahmedabad,7,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),7.2,0
Gujarat,24,Ahmedabad,7,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),20.1,0
Gujarat,24,Ahmedabad,7,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),8.4,0
Gujarat,24,Ahmedabad,7,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.3,0
Gujarat,24,Ahmedabad,7,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),18.5,0
Gujarat,24,Ahmedabad,7,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),8.1,0
Gujarat,24,Ahmedabad,7,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.5,0
Gujarat,24,Ahmedabad,7,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),16.2,0
Gujarat,24,Ahmedabad,7,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0,0
Gujarat,24,Ahmedabad,7,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Gujarat,24,Ahmedabad,7,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Gujarat,24,Ahmedabad,7,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),6.2,0
Gujarat,24,Ahmedabad,7,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),33.4,0
Gujarat,24,Ahmedabad,7,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.3,0
Gujarat,24,Ahmedabad,7,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),3.6,0
Gujarat,24,Amreli,13,Population and Household Profile,Female population age 6 years and above who ever attended school (%),69.9,68.1
Gujarat,24,Amreli,13,Population and Household Profile,Population below age 15 years (%),22.7,22.9
Gujarat,24,Amreli,13,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",984,927
Gujarat,24,Amreli,13,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",977,820
Gujarat,24,Amreli,13,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),99.6,96.5
Gujarat,24,Amreli,13,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),98.8,0
Gujarat,24,Amreli,13,Population and Household Profile,Population living in households with electricity (%),99.6,99.2
Gujarat,24,Amreli,13,Population and Household Profile,Population living in households with an improved drinkingwater source1 (%),97.8,97.9
Gujarat,24,Amreli,13,Population and Household Profile,Population living in households that use an improved sanitation facility2 (%),73.3,75.4
Gujarat,24,Amreli,13,Population and Household Profile,Households using clean fuel for cooking3 (%),65.6,52.4
Gujarat,24,Amreli,13,Population and Household Profile,Households using iodized salt (%),93.5,94
Gujarat,24,Amreli,13,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),47.7,11.8
Gujarat,24,Amreli,13,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 201920 (%),12.9,0
Gujarat,24,Amreli,13,Characteristics of Women,Women who are literate4 (%),77.2,0
Gujarat,24,Amreli,13,Characteristics of Women,Women with 10 or more years of schooling (%),27.2,34
Gujarat,24,Amreli,13,Marriage and Fertility,Women age 2024 years married before age 18 years (%),10.5,11.5
Gujarat,24,Amreli,13,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),1.3,3.7
Gujarat,24,Amreli,13,Marriage and Fertility,Women age 1519 years who were already mothers or pregnant at the time of the survey (%),1.6,3.5
Gujarat,24,Amreli,13,Marriage and Fertility,Women age 1524 years who use hygienic methods of protection during their menstrual period5 (%),73.8,66.2
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Any method6 (%),62.2,37.6
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Any modern method6 (%),51.9,36.9
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Female sterilization (%),40.5,33
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Male sterilization (%),0.2,0
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,IUD/PPIUD (%),3.4,2
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Pill (%),0.5,0.2
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Condom (%),6.9,1.8
Gujarat,24,Amreli,13,Current Use of Family Planning Methods,Injectables (%),0,0
Gujarat,24,Amreli,13,Unmet Need for Family Planning,Total unmet need7 (%),9.5,16.3
Gujarat,24,Amreli,13,Unmet Need for Family Planning,Unmet need for spacing7 (%),5.4,6.8
Gujarat,24,Amreli,13,Quality of Family Planning Services,Health worker ever talked to female nonusers about family planning (%),30,11
Gujarat,24,Amreli,13,Quality of Family Planning Services,Current users ever told about side effects of current method8 (%),75.4,31.7
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),93.9,68.7
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),92.6,40.8
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus9 (%),89.3,96.9
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),73.8,31.7
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),59.2,25.3
Gujarat,24,Amreli,13,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,94.6
Gujarat,24,Amreli,13,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87,60.5
Gujarat,24,Amreli,13,Maternal and Child Health,Average outofpocket expenditure per delivery in a public health facility (Rs,1648,2554
Gujarat,24,Amreli,13,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),0,0
Gujarat,24,Amreli,13,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.9,0
Gujarat,24,Amreli,13,Delivery Care,Institutional births (%),90.1,81.7
Gujarat,24,Amreli,13,Delivery Care,Institutional births in public facility (%),45.5,38.1
Gujarat,24,Amreli,13,Delivery Care,Home births that were conducted by skilled health personnel10 (%),2.4,4.4
Gujarat,24,Amreli,13,Delivery Care,Births attended by skilled health personnel10 (%),81.2,83.3
Gujarat,24,Amreli,13,Delivery Care,Births delivered by caesarean section (%),18.7,11.6
Gujarat,24,Amreli,13,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),31.5,22.1
Gujarat,24,Amreli,13,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),10.2,5.1
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),60.1,59.9
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from vaccination card only12 (%),68.1,0
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received BCG (%),93.4,94.4
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of polio vaccine13 (%),65.8,70.6
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or DPT vaccine (%),87.5,78.9
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received the first dose of measlescontaining vaccine (MCV) (%),80.5,82.7
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 2435 months who have received a second dose of measlescontaining vaccine (MCV) (%),17.5,0
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of rotavirus vaccine14 (%),3.8,0
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or hepatitis B vaccine (%),85.6,44.9
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 935 months who received a vitamin A dose in the last 6 months (%),80.1,90.5
Gujarat,24,Amreli,13,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who received most of their vaccinations in a public health facility (%),94.4,94.2
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Children age 1223 months who received most of their vaccinations in a private health facility (%),3.9,5.8
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.5,9.2
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,0
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,0
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,0
Gujarat,24,Amreli,13,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),40.4,42.2
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),88.2,0
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children age 68 months receiving solid or semisolid food and breastmilk16 (%),0,0
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 623 months receiving an adequate diet16, 17 (%)",2.8,9.3
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,"Nonbreastfeeding children age 623 months receiving an adequate diet16, 17 (%)",0,0
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,"Total children age 623 months receiving an adequate diet16, 17 (%)",3.8,7.9
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (heightforage)18 (%),35.3,37.8
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weightforheight)18 (%),23.7,24.6
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weightforheight)19 (%),7.2,6.4
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weightforage)18 (%),30.6,31.7
Gujarat,24,Amreli,13,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weightforheight)20 (%),6.8,0.5
Gujarat,24,Amreli,13,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,18.3,17.1
Gujarat,24,Amreli,13,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,29.1,28.2
Gujarat,24,Amreli,13,Nutritional Status of Women,Women who have high risk waisttohip ratio (‚â•0,39,0
Gujarat,24,Amreli,13,Anaemia among Children and Women,Children age 659 months who are anaemic (<11,72,74.5
Gujarat,24,Amreli,13,Anaemia among Children and Women,Nonpregnant women age 1549 years who are anaemic (<12,50.3,55.8
Gujarat,24,Amreli,13,Anaemia among Children and Women,Pregnant women age 1549 years who are anaemic (<11,0,64.1
Gujarat,24,Amreli,13,Anaemia among Children and Women,All women age 1549 years who are anaemic22 (%),50,56
Gujarat,24,Amreli,13,Anaemia among Children and Women,All women age 1519 years who are anaemic22 (%),47,58.3
Gujarat,24,Amreli,13,Blood Sugar Level among women,Blood sugar level  high (141160 mg/dl)23 (%),8.3,0
Gujarat,24,Amreli,13,Blood Sugar Level among women,Blood sugar level  very high (>160 mg/dl)23 (%),6.3,0
Gujarat,24,Amreli,13,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.5,0
Gujarat,24,Amreli,13,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),8,0
Gujarat,24,Amreli,13,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),8.3,0
Gujarat,24,Amreli,13,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.3,0
Gujarat,24,Amreli,13,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),8,0
Gujarat,24,Amreli,13,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),4.3,0
Gujarat,24,Amreli,13,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),18,0
Gujarat,24,Amreli,13,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),6.3,0
Gujarat,24,Amreli,13,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.1,0
Gujarat,24,Amreli,13,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),11.5,0
Gujarat,24,Amreli,13,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.2,0
Gujarat,24,Amreli,13,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.4,0
Gujarat,24,Amreli,13,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.6,0
Gujarat,24,Amreli,13,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),5,0
Gujarat,24,Amreli,13,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),53.7,0
Gujarat,24,Amreli,13,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.4,0
Gujarat,24,Amreli,13,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),1.6,0
Gujarat,24,Anand,15,Population and Household Profile,Female population age 6 years and above who ever attended school (%),75.2,77.7
Gujarat,24,Anand,15,Population and Household Profile,Population below age 15 years (%),22.2,24.8
Gujarat,24,Anand,15,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",912,962
Gujarat,24,Anand,15,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",726,851
Gujarat,24,Anand,15,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),98.4,98.4
Gujarat,24,Anand,15,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),89.5,0
Gujarat,24,Anand,15,Population and Household Profile,Population living in households with electricity (%),98,97.9
Gujarat,24,Anand,15,Population and Household Profile,Population living in households with an improved drinkingwater source1 (%),99.7,99.6
Gujarat,24,Anand,15,Population and Household Profile,Population living in households that use an improved sanitation facility2 (%),82.1,67.8
Gujarat,24,Anand,15,Population and Household Profile,Households using clean fuel for cooking3 (%),65.1,43.1
Gujarat,24,Anand,15,Population and Household Profile,Households using iodized salt (%),92.6,86.6
Gujarat,24,Anand,15,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),36.2,14.5
Gujarat,24,Anand,15,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 201920 (%),7.4,0
Gujarat,24,Anand,15,Characteristics of Women,Women who are literate4 (%),75.9,0
Gujarat,24,Anand,15,Characteristics of Women,Women with 10 or more years of schooling (%),32.2,30.9
Gujarat,24,Anand,15,Marriage and Fertility,Women age 2024 years married before age 18 years (%),28,27.4
Gujarat,24,Anand,15,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),2.3,3.7
Gujarat,24,Anand,15,Marriage and Fertility,Women age 1519 years who were already mothers or pregnant at the time of the survey (%),7,14.8
