State,ST_CEN_CD,District Name,DISTRICT,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4
Bihar,10,Jehanabad,Jehanabad_37,37,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.2,7.4
Bihar,10,Jehanabad,Jehanabad_37,37,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.4,1.7
Bihar,10,Jehanabad,Jehanabad_37,37,Unmet Need for Family Planning,Total unmet need (%),13,17.5
Bihar,10,Jehanabad,Jehanabad_37,37,Unmet Need for Family Planning,Unmet need for spacing (%),5.6,7.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Anaemia among Children and Women,All women age 15-19 years who are anaemic (%),70.8,56.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Anaemia among Children and Women,All women age 15-49 years who are anaemic (%),70.3,57.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Anaemia among Children and Women,Children age 6-59 months who are anaemic ,71.4,63
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Anaemia among Children and Women,Nonpregnant women age 15-49 years who are anaemic ,70.6,57.3
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic,62.4,64.3
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among men,Male Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among men,Male Blood sugar level  very high (>160 mg/dl) (%),3.4,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among men,MaleBlood sugar level  high (141-160 mg/dl) (%),6.1,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among women,Female Blood sugar level  high (141-160 mg/dl) (%),4.4,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among women,Female Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.9,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Blood Sugar Level among women,Female Blood sugar level  very high (>160 mg/dl) (%),2,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Characteristics of Women,Women who are literate (%),66,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Characteristics of Women,Women with 10 or more years of schooling (%),29.5,28.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),13.1,4.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semisolid food and breastmilk (%),0,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight fo rheight)20 (%),2.5,1.6
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight for height) (%),15.9,6.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height for age) (%),44.1,53.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight for age) (%),47.2,48.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight for height) (%),27.3,21.4
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),48.5,40.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),45.1,34.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Nonbreastfeeding children age 6-23 months receiving an adequate diet (%),0,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),13.4,4.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),88.9,70.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),90.4,79.6
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.4,90.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.4,79.3
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine (%),89.9,80.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),14,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),98.2,96.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measlescontaining vaccine (MCV) (%),93.5,85.2
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.9,98.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measlescontaining vaccine (MCV) (%),32.1,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.5,49.6
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Any method (%),78.6,34.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Any modern method (%),59.7,34.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Condom (%),7.3,0.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Female sterilization (%),44,32.2
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Injectables (%),1.7,0.2
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,IUD/PPIUD (%),0.4,0.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Male sterilization (%),0.1,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Current Use of Family Planning Methods,Pill (%),3.5,0.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Births attended by skilled health personnel (%),86,82.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Births delivered by caesarean section (%),7.4,5.3
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),31.9,18.4
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),1.6,1.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Home births that were conducted by skilled health personnel (%),5.2,3.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Institutional births (%),83.3,80.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Delivery Care,Institutional births in public facility (%),63.2,54.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among men,Male Elevated blood pressure or taking medicine to control blood pressure (%),15,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among men,Male Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among men,Male Moderately or severely elevated blood pressure (%),3.7,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among women,Female Elevated blood pressure or taking medicine to control blood pressure (%),12.3,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among women,Female Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.9,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Hypertension among women,Female Moderately or severely elevated blood pressure (%),3.3,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),6.5,6.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.6,8.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Marriage and Fertility,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),58.9,36.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Marriage and Fertility,Women age 2024 years married before age 18 years (%),27.1,37.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Average out-of-pocket expenditure per delivery in a public health facility (Rs),1671,1232
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),1.6,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),11.2,3.3
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.6,0.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),62.4,30
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),25.6,10.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.6,56.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus (%),93.5,92.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.2,73.9
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Nutritional Status of Women,Women who are overweight or obese,11.8,13.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Nutritional Status of Women,Women who have high risk waisttohip ratio,62.6,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18),25.6,28.6
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 2019-20 (%),6.1,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),77.9,62.6
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),41.3,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Female population age 6 years and above who ever attended school (%),62.3,61.4
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Households using clean fuel for cooking (%),29,13.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Households using iodized salt (%),93.7,96.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),18.1,20
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Population below age 15 years (%),35.8,38.2
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Population living in households that use an improved sanitation facility (%),59.1,22
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Population living in households with an improved drinkingwater source (%),98,95.8
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,Population living in households with electricity (%),96.7,74.7
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",944,893
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1018,1027
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Quality of Family Planning Services,Current users ever told about side effects of current method (%),62.6,23.2
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),45.1,7.5
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),14.1,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),50.8,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.5,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),2.8,0
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,1.1
Bihar,10,Kaimur (Bhabua),Kaimur (bhabua)_31,31,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
